,S_x (D m),S_y (D m),	heta (degrees),C_T^*
0,5.56032604812857,5.205734982339857,42.18277903928093,0.673960920941659
1,5.373719553819333,5.017238029382966,8.585227891976311,0.7426619668965166
2,7.952983901162424,6.184937577625701,33.285313320525944,0.7386076744464866
3,5.944135239491601,5.8793593145116265,34.166407299583945,0.7897411384564244
4,8.8608640587485,9.54978943247378,15.066353901708698,0.785363403740759
5,7.149952067420863,6.837863882563317,39.98822301883554,0.7232707296456669
6,6.144113085040314,5.9224679734009875,7.600274623404256,0.7344447445840193
7,6.752089686926427,8.369458896052896,7.926175240197249,0.7447684676299214
8,5.327451272522286,5.445113960861248,39.16335531730281,0.7509100900385915
9,5.00566712381283,9.18087410357739,0.4277611946807719,0.5185164761310611
10,5.016527004446002,5.7825051127308,2.3119482416366046,0.5714619069506995
11,7.977830869493764,8.297496083525738,13.56720953768943,0.7918398794130476
12,6.848957621557178,5.66064207323255,27.877431482398574,0.7863338540835673
13,6.986593139877694,9.745958914290988,34.40331600324421,0.7523067831799396
14,7.608719717669382,9.338772806899021,19.77989558146655,0.7808662576021169
15,5.560803784239592,7.039870470254852,27.94401596506156,0.7711756002588637
16,5.893350838119488,6.810780804356889,15.454812543856162,0.797116749014883
17,5.7235929584907,7.688367409181959,41.95431234883317,0.7902318204817419
18,7.842902735050059,9.776154229041463,10.975249592817791,0.7898236817477521
19,8.586395521777767,7.772163535012266,42.9863934497086,0.700778383844997
20,6.143580428569953,5.476966098126841,2.4638436389597844,0.6210952029308944
21,5.4832902653849045,6.376859632346256,4.829057269084448,0.6377759896187613
22,7.844006753626249,6.864350857466652,11.959883440236684,0.7927771319020419
23,5.896417496777233,9.414276611296367,4.4432949964606046,0.6206286828117343
24,9.833804712009556,5.491136679036762,43.986711896142005,0.7689316892538424
25,9.09585218802942,7.713808935667334,28.6771721736998,0.7828360483721363
26,6.188553454156949,7.116778747449169,9.326412685449078,0.7697708556855034
27,5.2903817503425055,7.385501056805132,40.26685201729592,0.7790155172472707
28,9.252139802061842,9.613420667195298,27.99382155674743,0.7583483291422274
29,8.033804543906918,7.461311478834657,37.48792595767823,0.7526801833164826
30,9.444385606648046,9.5451238003304,6.654663784020381,0.7443372999971427
31,8.478787110606744,6.885407627370724,18.291443947151084,0.7766650135577475
32,8.525737967337514,7.69807884888987,6.50343061762457,0.7387958422358011
33,8.929230595616598,5.9424656815440695,39.03191020280474,0.7543882384097444
34,5.058398889385404,6.605654540087288,20.23705138410162,0.7913791447262346
35,5.346008764703827,7.433360012524352,35.07649792554234,0.7505960738843409
36,5.419275573040558,6.588811436763465,31.399584967866865,0.7536182679031598
37,5.162339709031568,6.5320858696516835,34.549717578401676,0.7590132762948494
38,9.990829194135031,7.002939532753265,4.336708528625559,0.7166996779842599
39,5.250507104361378,6.772884586526458,42.04639797543706,0.7907148900306114
40,6.414438111565339,8.095690121001619,18.242695197006274,0.7906742790589495
41,6.469648804731625,7.738730161777073,33.35804721515553,0.7626708669901351
42,9.582245531164768,8.338443536023044,25.22178637162602,0.7652084888951185
43,8.603882432349234,7.693813478234825,24.617792038464554,0.7631628624733816
44,8.40831217014454,7.119640589626296,30.782583082725807,0.7880306470255594
45,5.611049808887808,8.628350772626757,44.19406627378876,0.7856615837133852
46,7.619174058045876,7.217916724753405,31.215324637869646,0.7851006097273227
47,9.222386961861208,7.098922083973902,42.92175042805849,0.7547519778116899
48,5.7566399265223875,6.035228502758466,30.481271541714506,0.7678600287549932
49,9.675048746189184,8.116128800201784,32.30166519786056,0.7806133939940554
50,5.495860112111603,9.67690530916567,10.227289103472964,0.7675035753018633
51,5.43439979077004,7.933865120171738,5.129139046550188,0.630829168606402
52,7.2795265222105305,8.902807061930991,7.914020885609794,0.7516827633661597
53,6.180645199766115,7.306875544173579,14.199712001310145,0.7981541875873637
54,8.611137055616235,5.964602863454786,15.000570588831105,0.7830925826069308
55,7.562255765663492,7.170623205774495,23.641786810951476,0.7646266531678276
56,5.335922715331123,7.701064461850324,27.197107659704386,0.7807918249168952
57,8.574058815397379,9.043947349206574,15.666623776367587,0.7856863782805743
58,5.488743047738697,7.711543953090625,38.06787317129279,0.7626746046370522
59,5.275939363322328,7.893039984545071,43.44011510232706,0.7857894341897708
60,5.3441885789303685,8.46592130259211,1.644789968379326,0.5484431420026639
61,5.856902743863949,5.786568440658353,13.374498555335546,0.795248606990457
62,9.622028832109557,9.549350816504436,30.537260766618747,0.7727078074650229
63,7.713043308986878,7.311632115309224,3.0149541149519266,0.6532808698701525
64,5.266315844339138,8.207928886096512,21.534277983607524,0.791187983338898
65,7.98210843460402,8.177156788283309,0.696413375345627,0.6234564717574151
66,7.525954280892458,8.95045831617232,44.39502565631139,0.7571605668517616
67,5.0457569611555915,9.368733531692866,30.01936645050388,0.7765215828741969
68,5.2278654485164004,8.494190642659294,39.08141422233438,0.7482724830584313
69,8.266067990993564,7.601726101468594,21.136555392097428,0.7722553278598179
70,6.198970519818732,7.868517875917329,8.349955808424546,0.7468767721209056
71,9.16795687958909,8.637572451416032,29.963430326632192,0.7766023281787675
72,5.006375722927754,8.578725120404737,10.113784998988994,0.7570174509231273
73,8.75010206221287,6.691321178256971,0.9508066672241167,0.652785271397569
74,9.037470470634123,7.4924655242872245,34.494443400063126,0.7518318661533913
75,6.75443323313345,5.396927999169777,4.507274991464614,0.6797060575052242
76,5.305196511875515,8.552302734110354,27.894791108686274,0.7778580714786507
77,8.851801923878575,7.4259608253256575,14.078287881768976,0.7882844462336754
