,S_x (D m),S_y (D m),	heta (degrees),C_T^*
0,6.515538580273856,5.977339433415491,22.696310309178774,0.7670143056274874
1,7.7726940104404845,6.856564756733933,6.122595135014183,0.7243006305160677
2,8.959711907443934,7.205028855563081,41.71817334527191,0.7209236257641354
3,9.62139303003882,9.070086564179338,34.63111937760799,0.7827528595618829
4,8.03127082544763,9.829618653109419,42.81260145589701,0.7814239230728227
5,7.007375330295149,6.3815036641770675,34.90230221288983,0.7766469911865376
6,8.354514792235635,6.870685676910353,24.166412880854185,0.7693657967595415
7,7.6060559660222085,5.453408631776975,35.118397499286104,0.6898984339161861
8,9.769494254728647,8.561839298039226,41.51732686349114,0.7053677079330468
9,9.426218713772947,7.584205439476921,32.3602858478695,0.7700147961261241
10,8.901823655417196,9.710331435941013,26.539173721722225,0.7613184176111463
11,9.46439465802872,7.502659881556026,14.969601787922148,0.7841548240470546
12,6.010468884353853,8.597595816620787,1.0374723497102996,0.5669454689909498
13,8.13506478248037,7.604407608096133,21.659638202697597,0.7713649522737855
14,9.031035086533661,8.681618497070751,31.930771457741383,0.7828870065403459
15,6.203140935765109,7.06120582492851,44.605395140285765,0.726856699488543
16,9.205023456705417,5.425056430420015,9.55466517687641,0.7877159210418302
17,5.737833742997425,8.901900286280995,39.77746523635049,0.7555395278457474
18,6.826127941765935,5.681488872765934,26.323424526108283,0.7793626465397135
19,5.206577757153848,6.381605963253281,34.76764931074097,0.7662576808876017
20,8.158168974836014,9.958993824923654,31.319923544770077,0.7550370031627109
21,5.423198307521902,9.673207019020843,30.085439969217482,0.7752226885816142
22,9.62167826809516,8.320112539107557,30.780148003390845,0.7851128215000694
23,7.394480946116413,7.83019043310006,41.52215024622756,0.7480526484479685
24,5.62641992903331,8.242051267218153,22.39024199167994,0.7858955660309653
25,6.234022314109862,6.782670064341089,23.709093270705864,0.7763632848017942
26,6.245840822526986,9.176120313651737,43.5679249784201,0.7867308719969209
27,5.194011246343532,5.444208452018035,9.985885827133647,0.7637963079784453
28,6.103053222651051,5.201033698846535,12.0146333713087,0.7915812454643439
29,7.78692239306603,7.785781722853747,27.625060564282997,0.7613046004656163
30,7.248206695006563,9.322366299762676,42.9033060454904,0.7869608317033431
31,7.7991299124895,5.598880374549395,23.007795258546516,0.7804099322614659
32,7.790749245409322,8.63693162334814,42.96539321450209,0.7492344622542204
33,5.400201060573081,9.623163110131708,4.581179821302548,0.6038937656588399
34,6.46151443674687,6.021471233518887,33.930853445941395,0.7870169961780318
35,6.609241907730036,7.952743313605262,2.7799387143195413,0.6156305216288928
36,5.536912345621643,9.166526844248638,16.928552173045816,0.799778905813792
37,7.144863428090477,5.5512627495454545,40.5055058474657,0.7044409715390325
38,5.188613426561246,6.649022415965114,8.168796917447384,0.7186632974091557
39,5.251044696004994,9.203309606552041,44.48695626302863,0.7628817298764042
40,6.372671490947386,9.337270594819348,29.219635695911933,0.7784759996406999
41,8.69376294937107,7.898873374798399,25.841793241065307,0.7643687323236984
42,7.231428077429823,7.49437128765213,1.06861373299818,0.6131880546327916
43,6.92416456809994,9.805297854398063,6.472150453057946,0.7025693136891253
44,8.245504368439624,5.9662236269981,9.819519157486328,0.7880498336372723
45,8.105062559928363,7.044561967395634,42.6075951072869,0.701986142618501
46,9.728919287195337,8.254883270917846,15.830320028856244,0.7823140176922292
47,6.274241243474111,8.79316449286189,34.40218261575084,0.7522395565623896
48,7.996828583768515,7.204203644326311,33.09582195855226,0.7869141514373904
49,8.742060233151756,8.704069272743352,19.702167055699043,0.7790871010317587
50,5.8552763838204545,7.743890741819764,44.129840370454836,0.7873806401029608
51,5.832845792530566,9.421648816225575,22.336265816651864,0.7872808675794234
52,6.770276271708367,5.275007855328019,20.863940963998402,0.7700300891027516
53,5.411075889390055,7.8846174409510015,37.725057405447764,0.7539662253656618
54,9.860683796009402,5.848334583101052,28.196590172352913,0.720539786787091
55,9.23597265477244,6.442369973736232,21.103403293499966,0.7743006808923685
56,9.375080634389997,7.528446864459085,3.5118118695617935,0.6906018791191838
57,5.931742771785777,9.872190539597188,16.761478649611355,0.7976265607160835
58,5.541806453528264,6.405888515304603,12.158141676297602,0.7911408609365466
59,6.218589846013258,7.957799687527194,29.464689992688864,0.7645129214964782
60,5.4027226717369,8.506109256207262,31.77361726092656,0.7785153751194017
61,8.458770546598865,9.528765316972626,9.914385674736723,0.7843407401001962
62,9.25814735748776,5.687335930353879,31.787214077964826,0.7020788155067081
63,8.459689590459986,6.160557830473476,22.097394394684375,0.7745639303186298
64,5.948303385393233,6.461405136166514,31.1697558623999,0.7663598243073229
65,5.036125937376005,5.9148523828239306,42.52031408829635,0.7625035529154945
66,6.12441334349625,8.569592725026839,26.2166574726709,0.7795458256960028
67,7.923059074995055,9.263093907954403,38.095898856219385,0.7849864480912526
68,9.081129660516892,7.910824186443401,17.009013428156848,0.7815729047754657
69,9.997817988175937,9.504070157511098,36.51447838794205,0.7754908949131365
70,7.210717755614907,9.878968802380417,29.39059044294236,0.7730514417162629
71,9.775623650712356,9.331810101765306,18.33309624358664,0.778374898400993
72,7.5177665707640084,6.021584947859441,43.900204240072284,0.7453293592681559
73,7.367693342308883,6.479574006268672,3.574195435896184,0.663726606300332
74,9.068916279114049,6.441505247584834,43.32319535481809,0.7827230681758625
75,7.152023771235872,6.417748605999593,22.218901418814305,0.7675149553006786
76,8.897719872266327,8.293346639348371,7.944382532879709,0.7700844057794227
77,9.867057593812715,6.594427501295041,39.41425006468926,0.7603273519733638
78,8.253978825374384,9.673853220098147,19.916696835791097,0.7784397355172118
79,8.439189846924405,8.902343426254852,13.179747798340182,0.7899611041108592
80,7.38655847332062,9.752617435754383,38.28082415738109,0.7746408430138232
81,7.7952715677798325,9.45532463611696,16.224581824843092,0.7881902926190554
82,8.197494026534725,8.120379091345798,17.365854668420074,0.7838772122314217
83,8.83174837636064,9.365353019533755,3.086442764638846,0.663671346511287
84,6.333815030300566,8.469605552161001,11.329096100073667,0.789723065515421
85,8.747113687980345,6.924897606625816,4.222242170910161,0.6991166806340994
86,6.328500104882616,7.372218279860274,6.6999677016854555,0.7066648889127638
87,9.706735772564215,9.719816228027929,41.62223874713922,0.7335016783010986
88,8.84389503318331,7.907387340914652,0.4771229491547796,0.6420366479089941
89,6.802489670674707,5.1934690011285545,32.62335434673246,0.732536288439708
90,6.442491641547907,5.485110810573284,15.61047337862405,0.7918361346012349
91,8.2662792671263,8.677194379922012,5.320649531161221,0.7046259601839897
92,7.870038790253013,8.485079894561322,9.959714580528026,0.7852732090810253
93,8.998818991542075,7.947098604265279,36.587489257456085,0.7479782987769344
94,6.701026557712323,9.449094390484612,17.785559270285844,0.791435131259153
95,5.944157058927369,6.1924088736626945,17.404960459522698,0.7922470954269397
96,9.536040730727615,7.277715632913497,37.757236482035765,0.7032074496266865
97,6.938690441503675,9.033080557315015,11.804727549321749,0.7933684585853477
98,5.251518096038606,9.950482018045053,22.382609791897103,0.7915363662269905
99,6.415595031276235,9.876329912310498,23.546476912570014,0.7810754038377266
100,9.211346231804374,8.964398270500784,43.918248058716586,0.7043722739974837
101,6.40430347691237,9.515662787837275,10.864302210378451,0.78627858916434
102,9.232868583974314,9.639667157425423,16.521406739802764,0.7811716696821737
103,6.776941240439112,7.297356726377485,38.92557134413309,0.7837774819785756
104,7.432749983037244,7.524235906235072,35.156623339662225,0.7892210853716174
105,6.843223579693391,7.599562480182125,12.058661048242296,0.7944229741303142
106,9.500998474449796,5.314683319544063,26.089501287288265,0.727515852751479
107,5.015483224532118,7.573362202814267,18.97684510152816,0.7978868256627141
108,6.115018641220178,8.725700246149035,16.082717770629614,0.797752095673428
109,9.584221540366938,8.803009074643446,7.011784138510306,0.7556182704455988
110,5.643720909389756,9.255607577726533,34.06518364640303,0.7746264317414422
111,9.336705084455582,9.564302425824597,8.1653776363482,0.7720066863080027
112,6.243883553630912,6.93565768393347,35.43775411890336,0.7871276479670918
113,5.745456942348658,9.625493860126904,42.49992130350449,0.7583519580864432
114,8.522432213125983,8.009577208970109,11.071000696112689,0.7905664540534506
115,6.045351182132141,5.417144243784432,22.57009955291368,0.7666254102926684
116,5.977386548749491,9.118171108759723,5.5630296696796036,0.6550411540365081
117,8.855947476689938,6.929289235496485,18.602579417975303,0.773060628049406
118,5.613809390964214,8.128531024504925,3.146236041270196,0.587731356572934
119,9.60545397211647,5.558830591986915,0.2481174728077873,0.6760426387269138
120,5.408748744409609,6.410075570868379,22.69357276011789,0.7845423018808692
121,7.816896878289299,8.21864398920916,34.911052399264925,0.786757261160975
122,9.26342326215033,9.98519974197298,34.88183184968957,0.7799172843432396
123,5.883076416368502,9.821137570825794,7.784733320684552,0.7145299653704956
