9.901286343802601095e+02,9.482739293553563584e+02,4.361518423517559029e+01,7.078389095902247741e-01
9.369850935498874378e+02,8.870975235912085282e+02,4.480934566354772386e+01,7.094775187777927483e-01
9.185178009074845704e+02,9.587633666448514305e+02,2.957710679707543733e+01,7.625398103323215437e-01
9.431327424543061397e+02,9.900586960568452923e+02,4.037413769129894092e+01,7.644416223856049797e-01
5.471694345679793514e+02,9.043862776650528303e+02,4.304485158311328519e+01,7.649092336177809592e-01
7.008307955814960906e+02,9.687279060963367101e+02,3.316818420454566763e+01,7.551201311879315314e-01
6.045711393105761999e+02,9.718284102588697806e+02,1.732178565692581529e+01,7.965809344267578140e-01
5.964971396353184900e+02,7.454665573655496473e+02,1.313270250560394814e+01,7.969074213662448170e-01
8.336213901302669456e+02,8.815215772188214487e+02,9.194323543335757520e+00,7.802735190847106539e-01
6.859080108498582149e+02,7.847136685566372307e+02,4.096173656729902746e+01,7.823352722572467499e-01
8.063775214184423703e+02,9.825524139710346390e+02,1.227549692601589726e+01,7.911794294862799504e-01
7.904111101900929270e+02,7.631556788812461036e+02,2.141983184219205683e+01,7.750906679311445613e-01
8.951678709537803798e+02,9.938011316810923290e+02,1.537109618410904233e+01,7.837799872442414717e-01
8.891912982134308550e+02,9.558976454688020112e+02,3.417512681454584111e+01,7.790630984498102540e-01
5.613455786654294570e+02,9.402134256538815862e+02,2.656728037436363010e+01,7.788635329640267724e-01
6.287950151643912022e+02,7.671537729434498942e+02,3.990247532970462885e+01,7.908432348423232172e-01
8.955594432967538978e+02,6.464725071678856239e+02,7.005194910944767095e+00,7.591827636862972239e-01
9.600331224631823943e+02,6.126189136054911160e+02,2.464067734589982450e+01,7.823215625170844012e-01
9.240072677837175661e+02,9.310950710764911946e+02,4.368218738554372749e+01,7.113566041740631007e-01
8.822179387880613604e+02,9.261129542437790860e+02,4.061772636645688550e+01,7.614427184247166691e-01
7.701054571998985239e+02,7.731090804635102813e+02,3.633992866477476724e+01,7.861387134936389520e-01
9.740932504354755110e+02,7.221584329096890542e+02,3.975427570942881772e+01,7.275263663060445030e-01
5.651523354347943950e+02,8.119672260230743177e+02,3.238721038399563668e+01,7.636144154536248507e-01
8.224574674075056464e+02,8.547918687465457879e+02,1.246081043769281926e+01,7.916489869680759517e-01
9.596778165126579552e+02,8.861355799202807475e+02,3.732640347926476920e+01,7.563374954445246656e-01
9.543321533605255809e+02,9.951891667082591084e+02,1.367651321328286684e+01,7.848068462801752743e-01
5.113286514849840501e+02,9.233164548852253120e+02,4.477281912402571606e+01,7.583636537407015821e-01
7.088056480671732515e+02,8.556240955446387488e+02,9.761624376020417770e+00,7.814031111076156222e-01
7.380869960400577838e+02,8.782811067546172126e+02,4.880896100822540440e-01,6.038486823464189746e-01
6.634584100336329584e+02,5.480114149108808306e+02,4.603885535309414578e+00,6.780309053065852742e-01
8.433995995167435922e+02,9.275663371911969080e+02,3.499413079106855662e+01,7.811531416331614075e-01
6.790778584655131453e+02,6.656932418447572672e+02,1.696432647629966795e+01,7.903150738113225993e-01
8.458986033709670664e+02,9.735329400744456052e+02,4.263045989754640175e+01,7.696226176253143647e-01
7.262993681674860227e+02,8.429084784577221399e+02,1.214039778254459812e+01,7.932518297508448502e-01
5.925453534952640666e+02,9.568307535337913805e+02,1.292470160003567337e+01,7.944537878365525163e-01
8.657389992573123436e+02,9.472503347185315761e+02,3.932090499136437245e+01,7.823962177902367143e-01
8.296371358958028850e+02,8.252085456236918617e+02,2.152569475415999989e+01,7.755355921573805489e-01
5.561439244180642163e+02,7.323760408482369257e+02,3.294655028417300713e+01,7.522094752134910189e-01
8.551680434062844824e+02,5.288308552653422794e+02,1.193101255283424678e+01,7.889855953265532129e-01
5.660467984172294109e+02,5.565686343117690740e+02,2.639107405643473570e+01,7.603651068221917164e-01
9.429147991776846993e+02,8.394446950067277839e+02,2.155349284643144259e+01,7.673082727948763448e-01
5.632014127762599855e+02,6.135402343040784672e+02,4.746614755352066339e+00,6.436387733230396480e-01
7.887236957517259270e+02,6.481824894325158084e+02,4.301169806205233215e+01,7.241912503819303293e-01
8.659490433855148694e+02,9.013676626800804570e+02,3.573080523993821345e+01,7.857941389627646211e-01
6.652080151682046107e+02,6.514044242466962942e+02,2.262477076706456458e+01,7.718537380613573751e-01
9.439510472593092345e+02,9.224466575425346946e+02,1.556621440784499555e+01,7.824698773012571662e-01
8.022196341843505252e+02,9.989155683603679563e+02,4.279436560233274633e+01,7.836183741621746135e-01
5.545130357355989190e+02,9.796778774923952824e+02,1.576460690580159962e+01,7.997012086891689409e-01
5.892149658869842597e+02,9.387723630129346475e+02,3.406310210067258737e+01,7.707805496386613830e-01
7.757567145058429787e+02,9.450956568489259553e+02,4.096571015974907226e+01,7.856274796118153381e-01
7.864683428513651506e+02,9.847261508183416936e+02,3.458601011544143944e+01,7.617128198112887993e-01
9.341621492183076043e+02,7.131573648104795211e+02,2.602241906001843219e+01,7.824425063013695780e-01
9.414704983477040514e+02,6.436139790943441312e+02,3.415081008183740607e+01,7.016843720785446159e-01
6.664693754663097707e+02,5.564041055581592445e+02,1.178484674241328634e+01,7.927564859469587999e-01
8.236360723461402813e+02,5.339717262791600660e+02,2.026645248347548289e+01,7.795716188026419191e-01
9.345743943273084824e+02,6.446349634577729830e+02,4.242406898863218601e+01,7.819617731906169933e-01
7.683451951564027240e+02,6.979166310359186127e+02,4.095527108769321956e+01,6.968753845374027200e-01
5.535862833937947016e+02,6.541153544175939487e+02,9.205613662227120741e+00,7.571707261272405676e-01
6.960803860108691197e+02,5.585316159444643063e+02,1.871893529702065573e+00,6.348722226303280536e-01
7.974512816201677197e+02,6.583221893851455206e+02,2.810953570318212869e+01,7.862620508697774069e-01
5.744124224391823645e+02,6.140734265950163717e+02,2.167289680389813356e+01,7.829035318925758880e-01
5.522136964828951022e+02,6.038927925963366761e+02,4.032116369707667047e+01,7.682382908878595540e-01
9.777616945018752403e+02,8.659528465384519222e+02,4.190427721155988650e+01,7.057046713099195401e-01
9.902793727548007610e+02,8.386337736941500225e+02,4.389953797553520332e+01,7.351009169058680959e-01
9.971279678024641271e+02,9.416240039239465887e+02,3.417910690579947186e+01,7.821191091154046093e-01
6.480591593688615148e+02,9.657389076173466265e+02,3.603195589068567983e+01,7.517055412790932811e-01
5.920350717721947831e+02,6.483877100592342231e+02,3.164787614981005959e+01,7.677981925518228001e-01
9.073257003934591012e+02,7.247346145808974143e+02,3.081031973136849444e+01,7.813103678324451185e-01
7.064966773633702815e+02,9.689831000451918044e+02,4.372109526992888107e+01,7.873720684390990154e-01
6.113268978172341122e+02,5.945368091362504401e+02,4.376946686872807391e+01,6.799682328436588152e-01
9.848653511408738268e+02,7.883329606705490278e+02,4.112805622331033817e+01,7.191050464025413591e-01
5.912324774909184271e+02,7.367929433268593584e+02,3.983963916530788651e+01,7.902788399895687155e-01
7.566216180557914868e+02,7.921227465651497823e+02,3.224764617969150748e+01,7.771721549405606888e-01
7.740205039838375569e+02,9.935339557506235906e+02,3.108985954331700441e+00,6.394951237556711909e-01
9.960447897559909052e+02,7.878904887047124248e+02,3.531540743880346866e+01,7.264040855099604954e-01
8.389931672601152286e+02,8.885832622645526726e+02,3.670004774005267478e+01,7.857260200028420849e-01
8.502273183618192434e+02,5.612515519347543886e+02,3.376978615060190947e+01,6.965504012168964865e-01
6.779228649258277528e+02,9.204671561026362951e+02,2.516666519004832381e+01,7.780098891313877996e-01
9.858183940543927974e+02,6.632803738268030429e+02,2.735644880781097399e+01,7.723015141812945572e-01
8.321610786821208876e+02,9.632975337110585770e+02,1.063175527347853944e+01,7.887083824908114327e-01
7.256720883045418304e+02,5.983015949225161876e+02,3.306778882062237557e+01,7.630173591751403528e-01
7.518574210283718458e+02,7.772092250792566119e+02,3.989730330719005025e+01,7.614102586434695619e-01
8.239185938970053940e+02,6.026426628218232509e+02,3.028456429572231912e+01,7.588810071217202413e-01
9.155316075428697786e+02,8.266815581700916482e+02,3.936296777338556296e+01,7.202685492329006234e-01
6.692385586800824058e+02,7.519524763038564288e+02,2.730846149834196979e+01,7.614051702241501074e-01
7.105684967035974751e+02,7.491305826741486271e+02,2.103909870533350812e+01,7.820899009834260118e-01
5.492423038471562222e+02,5.386381073677015365e+02,3.040425004958401090e+01,7.771200533584965431e-01
5.594268223881376798e+02,6.785336207630398349e+02,1.857658951843021811e+01,7.924330984702874225e-01
6.580666860217713747e+02,7.934513475911460318e+02,4.274498690954285962e+01,7.799534907742096124e-01
5.537613194205040372e+02,9.260446594931021309e+02,1.010266876200048536e+01,7.673881102055727377e-01
9.324130106745691364e+02,8.084748461338124343e+02,3.760634123985180111e+01,7.282384008499818151e-01
8.127818661198060681e+02,7.755174082560961324e+02,3.192548881631122626e+01,7.853640209307336528e-01
9.031888195779249600e+02,7.832798579713773961e+02,3.583280174586302280e+01,7.510053287778839515e-01
9.949027810024438168e+02,8.446119021306296872e+02,3.286472895180073550e+01,7.786532900538182256e-01
6.075542475109639327e+02,5.920188170520934818e+02,3.917695514261535550e+01,7.361727463005592886e-01
5.469244832395401090e+02,5.172681509023700528e+02,1.385712527016723783e+01,7.935642700603098287e-01
6.362256717869391878e+02,6.394164757907772128e+02,4.035760764880741647e+01,7.345828910963759784e-01
9.566732111522908326e+02,5.237566346533535580e+02,1.821482116812846996e+01,7.836574789380730266e-01
7.955616164146683786e+02,8.472775421816718335e+02,4.196557368169234792e+01,7.470922692032035961e-01
5.775588667636674245e+02,7.942456578552823885e+02,4.188134660481939875e+01,7.885799059214538831e-01
5.491363284444812507e+02,8.778517721428704590e+02,3.570566176765018440e+01,7.602126018778855299e-01
9.514728271262279122e+02,8.555555661326433210e+02,3.214031059558078596e+01,7.850947524046602011e-01
6.292808321645234173e+02,9.243665150913018351e+02,2.236445584113351259e+01,7.835931728478279235e-01
5.447638812244601922e+02,8.956791370675804274e+02,3.439597515892966584e+00,5.815694175535215393e-01
5.450815531124536619e+02,9.995163070547225743e+02,3.459158148584393189e+01,7.783659205143570459e-01
6.238799055173420811e+02,5.505194284333146015e+02,1.056534116180517557e+01,7.854741910478447720e-01
5.698838506285947005e+02,6.567287979138060336e+02,3.589109206181152700e+01,7.843257500588983744e-01
7.821467374848855343e+02,8.258317190037737419e+02,3.813961502295101269e+01,7.850770905140256328e-01
7.715874690608980018e+02,8.773438037738665116e+02,2.354634833907353908e+01,7.778565712482120587e-01
5.425491759298415673e+02,6.300190794486093182e+02,2.199002030757193538e+01,7.855028038636305832e-01
7.207697863418947009e+02,6.296766220862652972e+02,1.162753846605410146e+01,7.929780527856877814e-01
8.541135557961113136e+02,5.245205170529770839e+02,4.378974941811021537e+00,7.129572721284489489e-01
5.106300887448663843e+02,7.374694122238300906e+02,2.110122572096355142e+01,7.914355305950263597e-01
8.060321305396230400e+02,8.046499090037914357e+02,4.191039514575631841e+01,7.208157980169302981e-01
7.173409168710695667e+02,7.545556766552889485e+02,4.071067252820184734e+01,7.559495865477783294e-01
9.516717530311997280e+02,8.367984485818988105e+02,1.509062627274213320e+01,7.840535261745659179e-01
8.246961699619255342e+02,8.098027893338824015e+02,3.868618688107632408e+01,7.596662936611640049e-01
8.898540470759739947e+02,7.456007976125162031e+02,2.915058371199964427e+01,7.860044222336006747e-01
9.235543860461345957e+02,8.533885073256711848e+02,2.557043653605121136e+01,7.618250414725121766e-01
8.684830112263022102e+02,6.069779496807459509e+02,6.086761253771117097e+00,7.404086286159063945e-01
7.051630687056763236e+02,6.854812083880523232e+02,1.657493569685559720e+01,7.898970093023678363e-01
9.390126440055630610e+02,7.409970008912112007e+02,1.858078777407978777e-01,6.546013068074388874e-01
7.095187381594575982e+02,7.506034855502585970e+02,2.957779229446020963e+01,7.621420155568082722e-01
9.970734285638977781e+02,5.058440345014912509e+02,1.707346491257578691e+01,7.838701178117216672e-01
7.237326134684490171e+02,9.936726938479420141e+02,5.046817971964940419e+00,6.722165646589307597e-01
9.913816761324349045e+02,9.857056239944381559e+02,2.905511728292067630e+01,7.648886737296732852e-01
7.383392441958776544e+02,5.482868953339528844e+02,1.790015971076001122e+01,7.763867194342779499e-01
6.464035151097135667e+02,6.307343585342810002e+02,2.537967432807381130e+01,7.613838200508187271e-01
5.607508007809773289e+02,6.727594406965763483e+02,2.790836726155442093e+01,7.643879081922407837e-01
9.806403447563379814e+02,9.333216526873886778e+02,2.967197157301439248e+01,7.736402205625714235e-01
9.021499948725424929e+02,7.166021100794052927e+02,2.355346524272409070e+01,7.698051081104759774e-01
9.306975633852019882e+02,6.112965514226082178e+02,7.686636602308540844e+00,7.738409201885612099e-01
6.724600778696070620e+02,8.802882515207350025e+02,4.392580741542813172e+01,7.859371125038949746e-01
6.590119642428505813e+02,5.040241499197025519e+02,3.758625446880925480e+00,6.641607059635019628e-01
7.685970990848488782e+02,9.849778456730687139e+02,7.876770874398633104e+00,7.535766790147629957e-01
9.607208578499803480e+02,9.399438465267255651e+02,2.454350440169816494e+01,7.614239343939778193e-01
8.968191695712638420e+02,6.106818899055838301e+02,9.361518753710088347e+00,7.865110867575134668e-01
