6.870291606022986830e-01,7.196760790859074719e-01,7.340506544852060111e-01,7.465595224766333748e-01,7.554162504875550077e-01,7.608510098704424074e-01
5.638273664857229583e-01,6.228483781924831764e-01,6.685233073517234947e-01,7.053995094069299698e-01,7.306383222660323140e-01,7.468588181718808228e-01
7.632080590807359677e-01,7.831140177378885792e-01,7.826735579512295038e-01,7.766932908374578615e-01,7.717650374789580825e-01,7.681347842730842368e-01
6.178859348552955266e-01,6.326513055222168225e-01,6.710660481847784409e-01,7.021327061818964932e-01,7.229336333613487486e-01,7.362384953509071295e-01
7.430206921529267650e-01,7.722371031961625665e-01,7.700122374459814623e-01,7.711561215443656359e-01,7.729448011423417642e-01,7.741143907589627116e-01
7.233990515691876011e-01,7.694269768652178820e-01,7.795383928141196295e-01,7.846456689737483225e-01,7.848454106052733525e-01,7.819722255106015263e-01
6.514780999530934702e-01,6.593073920715496472e-01,6.958944655689500713e-01,7.233044474913882249e-01,7.406931614625290594e-01,7.511645153097737948e-01
7.307274397479441852e-01,7.799613158569749238e-01,7.684610857861386979e-01,7.469788405687279864e-01,7.407836421358537926e-01,7.402441990915131775e-01
7.226046918447640577e-01,7.735897284583075351e-01,7.853802552029592876e-01,7.904634537927459625e-01,7.907440882691123551e-01,7.883534916920847957e-01
6.887993332515813805e-01,6.654295207953981883e-01,6.700382738772814317e-01,6.826706061094967026e-01,6.967174026952214216e-01,7.099299113300158171e-01
7.346607460192412509e-01,7.998272159208000831e-01,8.020016754188233898e-01,7.925985789269572868e-01,7.813989935690539568e-01,7.703466078516389981e-01
7.527302668031354838e-01,7.836965164439366749e-01,7.836545348745155293e-01,7.794734387138212428e-01,7.753085331384121925e-01,7.719518737844450751e-01
5.880818042229745135e-01,6.223500023994863461e-01,6.662060833121341563e-01,7.011341348377717608e-01,7.246716138003189700e-01,7.397714077201067440e-01
7.309355442295233374e-01,7.379464867213368917e-01,7.577732767794292945e-01,7.674141114119766849e-01,7.715488549725624257e-01,7.729225586550388938e-01
7.494963999759001183e-01,8.023251045438907214e-01,7.880134321468911240e-01,7.732766472327063934e-01,7.605238525150054274e-01,7.553796853990473181e-01
7.082205853749415914e-01,8.010012757684304985e-01,7.863805393683100942e-01,7.729880959473374169e-01,7.628232377810990616e-01,7.583791359510653196e-01
7.431753865330427145e-01,7.839095794499607583e-01,7.872690287172654511e-01,7.828928501064771339e-01,7.786580748312925682e-01,7.753663136644950438e-01
6.932988450964652216e-01,7.369552598871272897e-01,7.601906621554719301e-01,7.743163179543861574e-01,7.814853906727065036e-01,7.841497240170643979e-01
6.617014641323855084e-01,7.002008195925000233e-01,7.193395905126798162e-01,7.354422038008211482e-01,7.465642231920679439e-01,7.535141570672378997e-01
7.400415310554061543e-01,7.484958384792267383e-01,7.174744094510416836e-01,7.084416320429486325e-01,7.101548648327503654e-01,7.152943749377412841e-01
7.288017352810617355e-01,7.791234971171447921e-01,7.833427060582536239e-01,7.822044358326996072e-01,7.789223002776984872e-01,7.753428515368857576e-01
6.415099856697296099e-01,6.585855780994718245e-01,6.966525397007806708e-01,7.249575430644286111e-01,7.426797781065848092e-01,7.532402623415223042e-01
7.420283884380700634e-01,7.662748840052996391e-01,7.696171765214552263e-01,7.710600850099499359e-01,7.713406729545240204e-01,7.704152788759122128e-01
7.756858440733194193e-01,8.022606371985540052e-01,7.988451231981400502e-01,7.901356414212921120e-01,7.795431779185213461e-01,7.697073733060798562e-01
7.241089586089836105e-01,7.025335014444117343e-01,7.055694567832567765e-01,7.154427733280807056e-01,7.261741784841836411e-01,7.355436726803696867e-01
7.669382900081445076e-01,7.861363927658102657e-01,7.851248172668057190e-01,7.779019750634909025e-01,7.723659043556180270e-01,7.685058447753574384e-01
7.562730246542738177e-01,7.819741981043130119e-01,7.844441394955461444e-01,7.827731576067322727e-01,7.785288507193779406e-01,7.732147859906018939e-01
6.279277329702218635e-01,6.803118265054317604e-01,7.057360581383216314e-01,7.272376677732742545e-01,7.426508213486500143e-01,7.527360569688051894e-01
6.947609824705115456e-01,7.271599081183030000e-01,7.531939887632342900e-01,7.693569552680158408e-01,7.772678402409298748e-01,7.803001671002647299e-01
