9.861000000000000227e+02,5.145999999999999091e+02,3.098665426291378466e+01,6.932695603431638931e-01,7.201685928696150985e-01,3.292280604384802967e-01,1.737765279773168636e+00,1.797344560146008074e-02
5.267000000000000455e+02,5.074000000000000341e+02,4.377767733450694720e+01,6.688145694010192432e-01,7.065606805391376755e-01,2.482220632439109953e-01,1.745960163895160733e+00,7.326395083987469192e-03
8.820000000000000000e+02,9.738999999999999773e+02,3.602230157125570997e+01,7.393152569085252868e-01,7.446336384640649397e-01,3.940343079406813387e-01,1.724104966178506615e+00,3.381617042115594995e-02
9.738999999999999773e+02,6.860000000000000000e+02,1.413266535416402014e+00,6.608009347431804681e-01,7.038283404949141620e-01,3.754751482685065311e-01,1.769699309440526225e+00,2.473412930389437547e-02
5.717000000000000455e+02,9.554000000000000909e+02,3.547949658545035589e+01,7.164287326950002921e-01,7.327382006170342077e-01,3.354354651605163662e-01,1.740503762066242688e+00,1.994001067083495463e-02
7.594000000000000909e+02,5.471999999999999318e+02,1.670991325298324881e+01,7.518642350501405502e-01,7.503732157169069605e-01,2.893868150521086702e-01,1.765230877129444043e+00,1.376128551323919577e-02
7.546000000000001364e+02,6.713999999999999773e+02,4.031116277268996129e+01,6.604108199523784917e-01,7.030391223972757286e-01,3.308066043155184488e-01,1.720160355786815032e+00,1.694090086567277831e-02
7.840000000000000000e+02,9.616000000000001364e+02,8.476876640891935821e+00,7.494110847028331301e-01,7.497818708746785132e-01,3.718236822637306371e-01,1.788729801298255540e+00,2.898152352720719666e-02
5.040000000000000000e+02,7.643999999999998636e+02,2.388560941541550520e+01,7.457635669490773056e-01,7.472321031611607323e-01,2.762594153517867746e-01,1.768128836850238361e+00,1.183574234411267391e-02
5.552999999999999545e+02,6.042999999999999545e+02,5.854390330962083944e+00,6.619762412649989880e-01,7.033632851340501091e-01,2.781889521148877553e-01,1.795809263386893617e+00,1.012987447637956478e-02
5.040000000000000000e+02,9.676999999999999318e+02,1.607055472986966294e+01,7.744110465023867906e-01,7.616797086316231535e-01,3.059331581331028449e-01,1.783588353777171953e+00,1.699902888021176742e-02
8.943000000000000682e+02,6.958000000000000682e+02,2.635279137485952461e+01,7.358492722168716860e-01,7.428104517647956540e-01,3.462401526818302822e-01,1.746892068187041902e+00,2.280259806719092674e-02
8.453000000000000682e+02,5.005999999999999659e+02,7.890081334224485765e-01,6.695958186388719646e-01,7.082794777669458863e-01,3.064315280867019875e-01,1.764616063975916527e+00,1.374840326993078538e-02
7.643999999999998636e+02,8.636000000000001364e+02,2.840393963642111785e+01,7.151381474491309564e-01,7.322260894883196869e-01,3.588701080824292511e-01,1.729701448028008626e+00,2.431415483325435195e-02
7.643999999999998636e+02,7.693999999999999773e+02,1.024149729398142838e+01,7.571550202278557462e-01,7.533817061170358098e-01,3.361613684469530461e-01,1.781486418034557984e+00,2.177674784226648480e-02
9.861000000000000227e+02,8.513999999999998636e+02,9.865466842500746125e+00,7.699964528345958348e-01,7.596481367032813514e-01,3.868115405840420462e-01,1.771054834002387501e+00,3.403595784184608453e-02
5.921000000000000227e+02,7.643999999999998636e+02,3.964996426369266658e+01,7.313707057022093005e-01,7.400348263572212870e-01,3.011207869145738902e-01,1.759751618533397455e+00,1.488733353294844665e-02
5.634000000000000909e+02,6.002999999999999545e+02,2.646704766334638492e+01,7.374361776233542276e-01,7.428461386555195167e-01,2.673231853842523154e-01,1.755641707587179967e+00,1.055399879440263242e-02
7.840000000000000000e+02,8.391000000000000227e+02,4.405518758763203380e+01,6.776889121071056898e-01,7.126991795238560856e-01,3.665851592546719995e-01,1.728377294117642737e+00,2.394735459843454900e-02
