6.247000000000000455e+02,9.861000000000000227e+02,7.561298618830538665e+00,6.973803498572451742e-01,7.229155386113117476e-01,3.528578126452923125e-01,1.784197476569765461e+00,2.225728106883873708e-02
9.003999999999998636e+02,5.308000000000000682e+02,1.970109848710983158e+01,7.410330134346111430e-01,7.451348342776332734e-01,3.077542724074450731e-01,1.759558991064217759e+00,1.618514432290260249e-02
8.206999999999999318e+02,5.634000000000000909e+02,3.346137466422030116e+01,6.700736965630150754e-01,7.083799701473816324e-01,3.181377865564264384e-01,1.727927271767673467e+00,1.537682569161383413e-02
7.546000000000001364e+02,9.923000000000000682e+02,3.733466175086770988e+01,7.240426842690855791e-01,7.367245367394695821e-01,3.763410401722329657e-01,1.728037978899253702e+00,2.857620837282109569e-02
5.961000000000000227e+02,7.963000000000000682e+02,1.430111719429713624e+01,7.707701066370276077e-01,7.598014115695889137e-01,3.010822167994279264e-01,1.784165546385077183e+00,1.609312479354050793e-02
7.643999999999998636e+02,6.084000000000000909e+02,5.112369925601012888e+00,6.871946124506556064e-01,7.169941006191328237e-01,3.146471463379469924e-01,1.791453687622017732e+00,1.547553037167881396e-02
9.065999999999999091e+02,8.206999999999999318e+02,3.135043398290626726e+01,7.434212678960150367e-01,7.465990195300236110e-01,3.752270147376447484e-01,1.732884630089386535e+00,2.945487015898357042e-02
8.636000000000001364e+02,8.943000000000000682e+02,1.619158311078186685e+01,7.559533251124082032e-01,7.532493886701551178e-01,3.729184880374326605e-01,1.755735906439392702e+00,2.961498110344183698e-02
6.664000000000000909e+02,5.798999999999999773e+02,4.398899565699147018e+01,6.734968378861303506e-01,7.093076957644823821e-01,2.915882262853187745e-01,1.742598356436281248e+00,1.198881960851211174e-02
5.110000000000000000e+02,6.761999999999999318e+02,3.468793952018103965e+01,7.187351520533025173e-01,7.331359230914316072e-01,2.682870487776662372e-01,1.752845201203283576e+00,1.027251127481555552e-02
7.056000000000001364e+02,5.431000000000000227e+02,2.863767689437345965e+01,7.199434470301686595e-01,7.336853578061907077e-01,2.819874964341297363e-01,1.765302351575482875e+00,1.196188472175928504e-02
6.125999999999999091e+02,9.248999999999999773e+02,2.573754637403832746e+01,7.384372048427498836e-01,7.439775076378526419e-01,3.317160559823442156e-01,1.741105868674819090e+00,2.015421336531584076e-02
9.248999999999999773e+02,6.165999999999999091e+02,3.813892949243393815e+01,6.875663061129024811e-01,7.178806691574598497e-01,3.396263062546534539e-01,1.745882923464456171e+00,1.942849556092109478e-02
7.251999999999999318e+02,7.901000000000000227e+02,3.548543345087859535e+01,7.342674563386117903e-01,7.414660906636235671e-01,3.367981373744709517e-01,1.751647530502626671e+00,2.095285261819304287e-02
6.125999999999999091e+02,7.153999999999998636e+02,4.499645350992457438e+00,6.344387815485553750e-01,6.889315056996907494e-01,3.165937251406506503e-01,1.789777409275172149e+00,1.397731867763372417e-02
5.214000000000000909e+02,7.153999999999998636e+02,1.197465441090676563e+01,7.333265942381176350e-01,7.403865259342584659e-01,2.796213160361782912e-01,1.789741640137810563e+00,1.199058259706673769e-02
8.085999999999999091e+02,7.153999999999998636e+02,1.766805835123946622e+01,7.488444709579028524e-01,7.493390353992730457e-01,3.375901414501688569e-01,1.753831639655801355e+00,2.170381438245456637e-02
7.789999999999998863e+02,6.207000000000000455e+02,2.476566109096312118e+01,7.368723333369349149e-01,7.428429496859341175e-01,3.120757317661649322e-01,1.741444192575677175e+00,1.677068336142386457e-02
6.713999999999999773e+02,9.554000000000000909e+02,1.653994921054933442e+01,7.713287866584139785e-01,7.606511990998084949e-01,3.448609256537213952e-01,1.762655941699910800e+00,2.415626839809108944e-02
9.248999999999999773e+02,8.881000000000000227e+02,4.324583611307343745e+01,6.485614347759389720e-01,6.976556658531932742e-01,4.034734220688930839e-01,1.697146942532888669e+00,2.979948139716918909e-02
8.453000000000000682e+02,7.350000000000000000e+02,3.499715729332334035e+01,7.052210125998560342e-01,7.267907948912888383e-01,3.562023612302991915e-01,1.748129789310104654e+00,2.331234651428551463e-02
6.860000000000000000e+02,8.023999999999998636e+02,2.133128648234007940e+01,7.428139079297401137e-01,7.462730859597646038e-01,3.279056493621207991e-01,1.750377293454303596e+00,1.963758300655965225e-02
6.084000000000000909e+02,7.056000000000001364e+02,2.108566073956369635e+01,7.480695301691747678e-01,7.483377230003293024e-01,2.955947040703438278e-01,1.760009884041388029e+00,1.456316730469487709e-02
8.636000000000001364e+02,5.921000000000000227e+02,1.121869878695671829e+01,7.582517720490595803e-01,7.535910291209564349e-01,3.149724461580682977e-01,1.779040059290140974e+00,1.796865270873748699e-02
9.126000000000001364e+02,7.497999999999999545e+02,7.857261115048647326e+00,7.519199123128840201e-01,7.508805299002845324e-01,3.575711443894965536e-01,1.787293799405900829e+00,2.592472446679734699e-02
6.860000000000000000e+02,9.248999999999999773e+02,1.482243859304376299e+00,5.928391105803515471e-01,6.664125165548914209e-01,3.860619208547212411e-01,1.785538581763405963e+00,2.288789873350443108e-02
8.268999999999999773e+02,9.433000000000000682e+02,2.419526878715535645e+01,7.328579522978937444e-01,7.415010085054449807e-01,3.788286096515260937e-01,1.744402113387810038e+00,2.965236707550149980e-02
7.105999999999999091e+02,6.810000000000000000e+02,1.356963277363423970e+01,7.633188825216259410e-01,7.560016244279114117e-01,3.063665893284331920e-01,1.777811896263912228e+00,1.670868566386499166e-02
6.664000000000000909e+02,6.810000000000000000e+02,3.223737268186950189e+01,7.301041317485259530e-01,7.395446409755936923e-01,3.058904431950072444e-01,1.749132701667737377e+00,1.556304506780246261e-02
6.002999999999999545e+02,6.207000000000000455e+02,3.755455712505809629e+01,7.129679288473746990e-01,7.298346873312959726e-01,2.837179814713630122e-01,1.761226277951535302e+00,1.201128817303895834e-02
5.757000000000000455e+02,8.513999999999998636e+02,1.319881685926371340e+00,5.850469331126409989e-01,6.612586414674822555e-01,3.473524650652371482e-01,1.791385080336288738e+00,1.638553543830731721e-02
