# Low-fidelity variance, Low-fidelity lengthscale 1 (S_x), Low-fidelity lengthscale 2 (S_y), Low-fidelity lengthscale 3 (theta), Scale variance, Scale lengthscale 1 (S_x), Scale lengthscale 2 (S_y), Scale lengthscale 3 (theta), Previous fidelity fidelity 2 variance, Previous fidelity fidelity 2 lengthscale, Bias variance, Bias lengthscale 1 (S_x), Bias lengthscale 2 (S_y), Bias lengthscale 3 (theta)
9.699906810215290498e-02,1.396119010205914002e+00,1.096031208578645000e+00,5.074665029526497229e-01,2.441457323273966589e-06,1.197038900891292457e+01,1.054563451163550525e+01,6.633011182593495647e+00,4.926776913423942460e+03,1.914310653812003604e-01,4.911545161820116689e-01,1.018147754893046113e+04,2.451324259673988126e+04,6.008816762074759936e+03
9.699854467886430409e-02,1.396120538449353132e+00,1.096030655011100308e+00,5.074662386538306702e-01,4.586533291479600857e-06,1.200377104099104386e+01,9.515079059318807708e+00,6.337485379740366298e+00,2.370963509378387698e+03,1.860116408606306282e-01,4.872054395598384158e-01,1.198664432638765720e+05,2.715083787737997482e+05,2.886534242313610775e+03
9.699721999171627418e-02,1.396117037705516095e+00,1.096032400660357231e+00,5.074628816934676490e-01,2.139414443372301673e-06,1.213555392530223997e+01,9.580162859842268119e+00,6.709279641152877005e+00,5.356592655058764649e+03,1.864985324195521654e-01,4.976333063758732189e-01,1.703816070717638650e+04,9.780911778984985722e+04,3.481862770166127575e+03
9.699886564357174112e-02,1.396117935765700757e+00,1.096031404000306742e+00,5.074667184835206513e-01,3.570795448427593432e-04,3.250039355222201993e+04,2.204586308156785535e+01,3.708038761259115563e+04,1.223869947201518698e+03,3.571394513802192971e-01,1.398079293180125293e-04,2.656412635329476135e+00,3.863015319175399753e+00,7.639023487353069353e-01
9.699911150133845583e-02,1.396118839749127760e+00,1.096030782493753186e+00,5.074666726673697781e-01,6.539208807852772907e+02,1.244825247355184850e+01,9.438589042741547530e+00,6.459404266622449597e+00,1.701355912789401671e-05,1.865015207557785826e-01,4.963782396923204221e-01,1.330330818760089824e+04,1.853135076008213218e+04,7.388734578127692657e+03
9.699889349799122040e-02,1.396118329791897095e+00,1.096031336540915557e+00,5.074665161697968774e-01,1.122665662173973483e-01,6.423593711800778294e+01,2.801023333388358694e+01,3.238362539670863072e+01,3.199910726654428661e+00,3.476056066740790262e-01,4.520786027401891438e-05,2.933193599836280541e+01,6.555743039096284974e+01,1.143951554035281884e-02
9.699797142901296632e-02,1.396104827079608368e+00,1.096030842164292585e+00,5.074689012565164470e-01,5.047902169021581506e-05,1.208194391033572224e+01,8.752583850466766791e+00,6.678116035344057622e+00,2.204656975203872094e+02,1.862642917507721374e-01,4.993810114945160805e-01,1.161093457982259679e+04,1.694970447096418866e+04,8.931056473337908756e+03
9.699865909029940780e-02,1.396118067092529280e+00,1.096031519069370130e+00,5.074667379784261190e-01,1.059652119728577424e-01,1.235103338282744723e+01,9.411475636818314783e+00,6.669193115986388420e+00,1.059651598177854120e-01,1.875813236430224074e-01,5.011977052182154946e-01,1.515952052850830951e+05,1.936825763364401646e+05,1.478733688044462906e+04
9.699946889825947216e-02,1.396116555261449621e+00,1.096033285892314302e+00,5.074666628947928082e-01,8.013630994951806064e-06,1.230827316561461515e+01,9.444180696025870958e+00,6.676147634244378182e+00,1.427037227281160312e+03,1.890137755247993656e-01,5.002523887749752429e-01,1.795235873382874706e+05,1.657005064211960416e+05,4.287174901869409041e+03
9.699896058013288136e-02,1.396119526251794252e+00,1.096031094788079141e+00,5.074663729575230597e-01,1.069275818443718579e-01,1.200980352060094525e+01,9.643877584969667183e+00,6.503991140078050570e+00,1.069273661014813054e-01,1.899921158041869007e-01,5.027384411716782076e-01,1.094958442421222571e+05,1.265028156061386981e+05,2.266802304656339038e+04
9.699981893609030403e-02,1.396121312078583143e+00,1.096031272923526867e+00,5.074668402893982577e-01,3.012398007659907004e-05,1.250212782083501928e+01,9.572933011480850851e+00,6.549796325680367737e+00,3.775661229048771474e+02,1.889563619457788335e-01,4.967528501217972070e-01,1.959615044438143741e+04,1.985433201752772948e+04,1.146735544284217940e+04
9.699894518461059378e-02,1.396119475643045282e+00,1.096031532781152285e+00,5.074662137392954575e-01,5.312790871594717801e-02,6.377964562455414210e+01,1.356868337793538970e+01,3.577162939191704936e+04,5.723785725865372598e+00,2.882129808300698537e-01,2.469043042139907967e-04,2.576036417338673612e+00,1.492955921138625186e+00,6.772747903914444478e-01
9.699897894371772855e-02,1.396121013212440198e+00,1.096031418478686792e+00,5.074662848688499261e-01,1.025947545607003158e-01,1.234295947993762432e+01,9.249368234237982378e+00,6.657224459759624402e+00,1.025946876220724391e-01,1.783617798286069589e-01,4.953812785043644751e-01,7.841120453606903902e+04,1.095469294104328146e+05,7.880045405039050820e+03
9.699904991576241420e-02,1.396119447985255224e+00,1.096030946402612116e+00,5.074665058555489772e-01,7.353386672750050366e+02,1.212154153329467654e+01,9.572195029855610215e+00,6.290865703335534853e+00,1.516750829739868059e-05,1.893926637980444805e-01,4.983107432876655585e-01,9.356377395342560703e+03,1.341532232765209665e+04,4.562863031434795630e+03
9.699901246808766142e-02,1.396120117198147659e+00,1.096031187591800737e+00,5.074663761762536751e-01,1.067421183035000831e-01,1.223191227348030807e+01,9.447076714324094127e+00,6.616530465933549543e+00,1.067425123019388328e-01,1.885713318071855493e-01,4.990255638685313633e-01,2.798817289816357661e+05,3.377082679284446058e+05,7.243366402457536424e+03
9.699954523874594614e-02,1.396120849394411056e+00,1.096028992870872631e+00,5.074675551331453427e-01,1.078485234604901616e-01,1.247021476614132851e+01,9.595755329148630608e+00,6.751068992603074470e+00,1.078484100047506361e-01,1.915637001180451604e-01,4.993168725074562109e-01,7.766493607994902413e+04,6.886965446553751826e+04,5.082783601451280992e+04
9.699972537665974004e-02,1.396110904344794568e+00,1.096027872604354858e+00,5.074694262945302903e-01,2.473972114176257946e+03,1.154728249247390158e+04,9.098945816015394428e+00,9.643604029891855944e+00,5.920484348435070720e-06,1.845167548808622215e-01,5.239531457917918633e-01,2.383940617928928696e+05,1.673551613975931250e+05,1.674266259571124101e+05
9.699891308184653560e-02,1.396119641530072730e+00,1.096030331340193786e+00,5.074665954609289820e-01,7.385227914665491201e-06,1.215392982306660663e+01,9.073456463293195995e+00,6.788454835847756996e+00,1.707183978605060474e+03,2.090071947843353262e-01,5.158064668743694847e-01,9.165248166061381198e+03,3.045650254786984078e+04,2.643851767298405684e+04
9.699824266064753508e-02,1.396118388174397706e+00,1.096030776968485609e+00,5.074660137005390093e-01,1.078977596352190266e-04,1.224008151484365747e+01,9.412967146858866485e+00,6.407836533499206233e+00,1.024257477439778654e+02,1.867227150082065579e-01,4.947004315877489011e-01,5.549074601079482818e+03,2.521486642030301664e+04,9.749859427904939366e+03
9.699876697138824777e-02,1.396119429902080489e+00,1.096030807303653543e+00,5.074662455139322681e-01,3.639795971218727377e-06,1.151084302187099456e+04,9.169344533362139060e+00,1.009525993347031481e+01,3.892752308585057563e+03,1.816238964079945617e-01,5.038424999012744987e-01,1.118175550775913434e+05,1.109770280469038262e+05,6.303364237226001569e+04
9.699921733368591092e-02,1.396120407896943361e+00,1.096032471570405065e+00,5.074660153545523800e-01,1.411546973331915638e+02,1.236535794014205258e+01,9.493623550176135240e+00,6.664081810564861819e+00,8.071027735795664780e-05,1.884014448019113441e-01,4.991833682204037670e-01,1.153419676109197826e+04,1.340165191650500674e+04,9.643805921993627635e+03
9.699928457206997978e-02,1.396119739276783012e+00,1.096031346421157293e+00,5.074662886937644224e-01,1.101109733331273044e-01,1.258837364104677903e+01,9.914167456517541055e+00,7.013841058917366311e+00,1.146164424450186459e-01,1.936175071638460421e-01,4.966123235912539569e-01,1.767909277486936116e+04,3.794933766022835334e+04,3.673245056701545400e+04
9.699849358876164174e-02,1.396119538763522350e+00,1.096032293513903300e+00,5.074657477577451115e-01,3.377182537505872550e-02,3.899304187265818769e+02,3.079546835196529742e+01,3.228554547694510291e+01,8.773288933338891482e+00,2.351364850400081419e-01,3.652386488218065320e-05,1.251737279202064070e-45,9.079654621603826805e-38,1.272613146642724807e-23
9.699936209432979961e-02,1.396125371790998493e+00,1.096029009112817310e+00,5.074668022245223398e-01,8.614709600857053311e-06,1.237355516767375896e+01,9.498873295183679843e+00,6.680808755672324573e+00,1.325858173719336492e+03,1.886071087384267597e-01,4.983443538487297708e-01,1.256594475823581524e+04,1.212934819664714450e+04,5.072010185853932853e+03
9.699867217834144684e-02,1.396119210182088288e+00,1.096030331080890097e+00,5.074670144977923014e-01,1.079779723951769521e-01,1.238166126261221578e+01,9.470728592377852806e+00,6.760835003437776436e+00,1.079779420937217738e-01,1.895545070220646666e-01,5.044889642597543133e-01,1.380132666437039152e+05,1.520040042777858907e+05,1.945474907084226652e+04
9.699894015704788042e-02,1.396119165515408600e+00,1.096031094811515061e+00,5.074664425292383374e-01,2.103329881994139214e+03,1.187214502019828544e+01,9.820160723832771055e+00,6.659918667180984464e+00,5.340517607817479089e-06,1.893562146468668883e-01,4.999533856145071953e-01,1.433071929998961787e+04,1.530631790688656656e+04,1.680498997189516376e+04
9.699856705592171946e-02,1.396118251218965156e+00,1.096031606951616499e+00,5.074662107648857390e-01,5.907703132686908107e-05,7.937607678088457760e+03,1.086455613620819172e+01,9.031879115679391390e+00,2.570899722297477865e+02,1.920670410207273859e-01,5.153090067604274571e-01,5.413899890790256177e+04,3.890879305379533616e+04,3.873565454328443593e+04
9.699893420964386670e-02,1.396120991832877634e+00,1.096030588460978006e+00,5.074663077314138793e-01,1.059140023124130331e-01,1.265080000885052947e+01,9.510317724761179647e+00,6.900226234209579701e+00,1.059142149634241525e-01,1.849724501066123405e-01,4.939388020262969747e-01,4.457949952138312510e+05,4.324586064830741379e+05,7.720748029433344527e+03
9.699719459183256398e-02,1.396118534479882101e+00,1.096030256719956908e+00,5.074651143797132002e-01,4.128327225038842698e+02,1.226896828640715320e+01,9.433085697376576206e+00,6.506219160554954861e+00,2.671981411545239270e-05,1.865893256318399140e-01,4.939788013002156530e-01,8.716953335796568354e+03,3.339573086309991777e+04,5.843587496712273605e+03
9.699917180397053806e-02,1.396120871433989219e+00,1.096030407326736844e+00,5.074664258600954936e-01,5.070669336170056940e-03,8.569373414706026324e+02,2.787514985921759347e+01,3.154663046634252410e+01,6.587423128694464936e+01,2.925966551395317583e-01,5.528214332745771438e-05,4.994588734453936306e-26,9.669631043006060500e-78,5.356419681195613216e-105
9.699866199755707852e-02,1.396119965292614618e+00,1.096032901574369944e+00,5.074654239742631967e-01,3.187736200548577244e-04,1.227231956767658971e+01,9.585633376190324739e+00,6.632013042083018561e+00,3.638608965500077375e+01,1.898026506532370095e-01,5.015892064536748851e-01,1.067587437109645907e+04,1.886906109148233372e+04,1.047994492077713221e+04
9.699900623630501595e-02,1.396118275605251036e+00,1.096031743722890361e+00,5.074661904644929278e-01,4.513837509020385448e-04,3.706474860996378266e+04,2.400938157958615093e+01,2.477034362083022643e+04,1.003669777804859905e+03,3.763888347240808563e-01,1.802292315733735532e-04,3.665201537214493488e+00,8.134018161238942412e+03,9.902273086278017278e-01
9.699863472768505135e-02,1.396119407653126032e+00,1.096030002041374907e+00,5.074664897914427097e-01,4.601602342288493332e-03,1.240590589429629453e+01,9.370962245016636771e+00,6.789106547730248131e+00,2.483798687397054561e+00,1.838064568187413872e-01,4.995196719914870576e-01,7.387214908097126681e+03,1.124569701926546622e+04,8.139300402056603161e+03
9.699836124805136239e-02,1.396123915988668918e+00,1.096025909426603384e+00,5.074669185447555630e-01,4.083153454595321080e-06,1.188436378297947371e+01,9.124408169958874382e+00,6.245504101403498431e+00,2.668906125129102293e+03,1.876301577454033143e-01,4.923173925745060187e-01,1.242917045203969792e+04,1.570462275743577447e+04,1.236882877928783819e+04
9.699841375683670996e-02,1.396120342681726356e+00,1.096026585512342333e+00,5.074661219963025882e-01,8.316401991122618256e+02,5.462549491687470436e+04,9.179179652894983832e+00,1.012269512497938351e+01,1.707664514986766867e-05,1.813054743075012409e-01,5.030855293988587551e-01,6.469391115147512028e+04,6.061650989988836227e+04,4.083983546146388835e+04
9.699894299206499038e-02,1.396118650062016853e+00,1.096030567205992012e+00,5.074666865350212497e-01,3.860200516074486550e-05,1.234212465233323464e+01,9.515855162290959512e+00,6.691554846448962479e+00,2.959881658984596129e+02,1.888142068374043803e-01,4.993633127414269790e-01,9.134991803443148456e+03,2.068442285131795143e+04,1.337568014040564776e+04
9.699868255941664075e-02,1.396118263969222228e+00,1.096031536698596653e+00,5.074663021724638012e-01,2.320003872842529068e-05,1.154410355516363573e+01,9.549141713228751271e+00,6.964596628404045475e+00,5.495447773517274754e+02,2.052800589278395704e-01,5.193305525888164409e-01,9.314235000133456197e+03,1.060338526660609568e+04,6.751051556143173912e+03
9.699881401298067474e-02,1.396118390234185602e+00,1.096030950749045108e+00,5.074664556659046477e-01,2.390928046479403262e-05,1.229317718738168530e+01,9.512785459222408591e+00,6.758249976746665055e+00,4.434700846372723504e+02,1.716681919304362258e-01,5.011649108639932848e-01,1.291187923270432657e+04,1.914989852746088218e+04,1.408237011053615242e+04
